idx,tactile_timestamp,arm_joint_pos,hand_curr_joint_pos,hand_target_joint_pos
34,1708577290.414631,"[ 1.98804098e-03  4.73239849e-03  3.21582377e-03  6.94028360e-04
 -1.56936748e+00 -1.96960921e-03]","[ 1.80089343e+00  1.84077695e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
35,1708577290.6627164,"[ 1.98804098e-03  4.72824432e-03  3.21397702e-03  6.94028360e-04
 -1.56935767e+00 -1.96941318e-03]","[ 1.80089343e+00  1.84077695e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
36,1708577290.8627326,"[ 1.98804098e-03  4.72512869e-03  3.21213028e-03  6.94028360e-04
 -1.56935089e+00 -1.96927746e-03]","[ 1.80089343e+00  1.84077695e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57233036e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
37,1708577290.9793093,"[ 1.98804098e-03  4.72305160e-03  3.21151469e-03  6.93168162e-04
 -1.56934561e+00 -1.96917190e-03]","[ 1.80089343e+00  1.68737881e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
38,1708577291.1128135,"[ 1.98804098e-03  4.71993598e-03  3.21028353e-03  6.93168162e-04
 -1.56933732e+00 -1.96900603e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
39,1708577291.2546396,"[ 1.98749268e-03  4.71733962e-03  3.20966795e-03  6.93168162e-04
 -1.56932902e+00 -1.96884015e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
40,1708577291.3680053,"[ 1.98804098e-03  4.71578180e-03  3.20905236e-03  6.93168162e-04
 -1.56931998e+00 -1.96865919e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
41,1708577291.4882545,"[ 1.98804098e-03  4.71318545e-03  3.20782120e-03  6.93168162e-04
 -1.56931017e+00 -1.96846316e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
42,1708577291.6204112,"[ 1.98804098e-03  4.70903127e-03  3.20720562e-03  6.93168162e-04
 -1.56929811e+00 -1.96822188e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
43,1708577291.7304606,"[ 1.98749268e-03  4.70643492e-03  3.20535887e-03  6.93168162e-04
 -1.56929283e+00 -1.96963476e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
44,1708577291.8833685,"[ 1.98804098e-03  4.70383856e-03  3.20474329e-03  6.93168162e-04
 -1.56928605e+00 -1.96798061e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
45,1708577292.0161018,"[ 1.98749268e-03  4.70072293e-03  3.20351212e-03  6.93168162e-04
 -1.56927700e+00 -1.96931809e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
46,1708577292.1420438,"[ 1.98749268e-03  4.69812657e-03  3.20289654e-03  6.93168162e-04
 -1.56926720e+00 -1.96912205e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
47,1708577292.2915533,"[ 1.98749268e-03  4.69553021e-03  3.20166538e-03  6.93168162e-04
 -1.56925815e+00 -1.96894110e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
48,1708577292.4255395,"[ 1.98804098e-03  4.69397240e-03  3.20104979e-03  6.93168162e-04
 -1.56925061e+00 -1.96879030e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
49,1708577292.5589445,"[ 1.98749268e-03  4.68981823e-03  3.19981863e-03  6.92307964e-04
 -1.56923704e+00 -1.96851887e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
50,1708577292.8137813,"[ 1.98749268e-03  4.68670260e-03  3.19920305e-03  6.92307964e-04
 -1.56922799e+00 -1.96833791e-03]","[ 1.80089343e+00  1.38058271e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
51,1708577292.905543,"[ 1.98804098e-03  4.68462551e-03  3.19858746e-03  6.92307964e-04
 -1.56922271e+00 -1.96823236e-03]","[ 1.80089343e+00  1.38058271e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  7.66990380e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
52,1708577293.043441,"[ 1.98804098e-03  4.68202916e-03  3.19735630e-03  6.92307964e-04
 -1.56921743e+00 -1.96812680e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
53,1708577293.1915772,"[ 1.98804098e-03  4.67839425e-03  3.19735630e-03  6.92307964e-04
 -1.56921065e+00 -1.96799108e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
54,1708577293.3393683,"[ 1.98749268e-03  4.67631717e-03  3.19612514e-03  6.92307964e-04
 -1.56920612e+00 -1.96790060e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
55,1708577293.4850035,"[ 1.98804098e-03  4.67320154e-03  3.19612514e-03  6.92307964e-04
 -1.56920160e+00 -1.96781013e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
56,1708577293.59226,"[ 1.98749268e-03  4.67112445e-03  3.19550955e-03  6.92307964e-04
 -1.56919783e+00 -1.96925316e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
57,1708577293.7244592,"[ 1.98749268e-03  4.66800882e-03  3.19489397e-03  6.92307964e-04
 -1.56919331e+00 -1.96916269e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
58,1708577293.9367554,"[ 1.98749268e-03  4.66437392e-03  3.19427839e-03  6.92307964e-04
 -1.56918426e+00 -1.96898173e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
59,1708577294.0288327,"[ 1.98749268e-03  4.65970048e-03  3.19304722e-03  6.92307964e-04
 -1.56917370e+00 -1.96877062e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
60,1708577294.172861,"[ 1.98749268e-03  4.65658485e-03  3.19304722e-03  6.92307964e-04
 -1.56916767e+00 -1.96864998e-03]","[ 1.80089343e+00  1.53398076e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57079637e+00 -9.20388475e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
61,1708577294.30827,"[ 1.98749268e-03  4.65243068e-03  3.19181606e-03  6.92307964e-04
 -1.56915938e+00 -1.96848410e-03]","[ 1.80089343e+00  2.30097119e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57539833e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
62,1708577294.4576738,"[ 1.98749268e-03  4.64723796e-03  3.19181606e-03  6.92307964e-04
 -1.56915410e+00 -1.96837854e-03]","[ 1.80089343e+00  2.76116543e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57846618e+00 -7.66990380e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
63,1708577294.6990335,"[ 1.98749268e-03  4.64360306e-03  3.19181606e-03  6.92307964e-04
 -1.56914882e+00 -1.96827299e-03]","[ 1.80089343e+00  2.76116543e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57693219e+00 -6.13592332e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
64,1708577294.792657,"[ 1.98749268e-03  4.63944889e-03  3.19181606e-03  6.92307964e-04
 -1.56914354e+00 -1.96816743e-03]","[ 1.80089343e+00  2.76116543e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57693219e+00 -6.13592332e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
65,1708577294.935867,"[ 1.98749268e-03  4.63633326e-03  3.19120048e-03  6.92307964e-04
 -1.56914053e+00 -1.96810711e-03]","[ 1.80089343e+00  2.76116543e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57693219e+00 -6.13592332e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
66,1708577295.0775833,"[ 1.98749268e-03  4.63321763e-03  3.19120048e-03  6.92307964e-04
 -1.56913676e+00 -1.96803171e-03]","[ 1.80089343e+00  2.60776728e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  6.13592332e-03  0.00000000e+00
  1.57693219e+00 -6.13592332e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
67,1708577295.2230499,"[ 1.98749268e-03  4.62854419e-03  3.19058489e-03  6.92307964e-04
 -1.56912997e+00 -1.96789600e-03]","[ 1.80089343e+00  2.76116543e-02 -4.90873866e-02 -1.45728171e-01
  3.22135948e-02  0.00000000e+00  4.60194238e-03  1.53398083e-03
  3.83495204e-02  0.00000000e+00  7.66990380e-03  0.00000000e+00
  1.57693219e+00 -6.13592332e-03  4.37184513e-01 -3.39009762e-01]","[ 1.79180637  0.02801483 -0.06475065 -0.15892083  0.          0.
  0.          0.          0.          0.          0.          0.
  1.56874203 -0.010672    0.41290694 -0.36121452]"
